Date,Open,High,Low,Close,Adj Close,Volume
2014-01-02,315.380005,315.380005,310.470001,312.799988,261.832031,396500
2014-01-03,311.950012,315.989990,310.420013,314.170013,262.978973,442900
2014-01-06,316.279999,317.649994,312.380005,314.070007,262.895264,502400
2014-01-07,314.119995,319.630005,314.119995,316.959991,265.314301,422700
2014-01-08,317.679993,319.339996,315.049988,316.859985,265.230560,689100
2014-01-09,317.320007,318.920013,314.010010,316.079987,264.577667,472600
2014-01-10,315.739990,319.000000,311.369995,314.940002,263.623474,517500
2014-01-13,313.510010,315.779999,305.880005,306.470001,256.533569,789400
2014-01-14,308.000000,311.209991,306.369995,310.519989,259.923645,608400
2014-01-15,311.429993,313.429993,309.079987,312.750000,261.790192,1043600
2014-01-16,324.309998,326.000000,313.480011,317.779999,266.000702,1526000
2014-01-17,319.850006,322.589996,315.519989,316.720001,265.113373,1024100
2014-01-21,318.799988,320.299988,317.000000,318.769989,266.829346,669200
2014-01-22,319.989990,324.739990,318.720001,323.890015,271.115204,1001400
2014-01-23,320.529999,322.260010,315.329987,315.570007,264.150787,1136500
2014-01-24,313.720001,313.720001,302.899994,303.109985,253.721039,1046400
2014-01-27,306.609985,307.630005,299.200012,299.950012,251.075943,1133700
2014-01-28,301.000000,304.200012,299.730011,303.690002,254.206543,1063700
2014-01-29,301.839996,302.959991,298.239990,299.209991,250.456451,747200
2014-01-30,301.429993,307.109985,301.429993,305.440002,255.671417,689200
2014-01-31,301.000000,304.929993,296.000000,300.470001,251.511230,920100
2014-02-03,297.049988,298.739990,284.779999,286.390015,239.725403,1583700
2014-02-04,286.769989,292.559998,286.279999,289.750000,242.537903,918300
2014-02-05,290.850006,294.380005,286.040009,289.269989,242.136093,917900
2014-02-06,291.309998,295.640015,290.399994,294.869995,246.823685,858300
2014-02-07,297.000000,300.000000,295.100006,299.869995,251.008896,864900
2014-02-10,297.820007,302.040009,296.739990,301.029999,251.979904,734700
2014-02-11,301.000000,306.500000,300.010010,305.149994,255.428574,763800
2014-02-12,304.809998,307.489990,302.179993,303.510010,254.055908,659700
2014-02-13,298.989990,305.760010,296.130005,304.540009,254.918060,550500
2014-02-14,304.480011,306.589996,302.730011,303.029999,253.654053,664300
2014-02-18,303.309998,306.760010,303.000000,305.959991,256.106628,513800
2014-02-19,303.269989,307.940002,300.130005,300.489990,251.527893,592500
2014-02-20,300.390015,301.950012,297.500000,300.519989,251.553055,606400
2014-02-21,300.600006,302.290009,298.799988,299.000000,250.280731,567600
2014-02-24,298.950012,304.549988,298.940002,302.589996,253.285675,635100
2014-02-25,302.109985,303.799988,299.549988,300.200012,251.285172,716100
2014-02-26,300.290009,301.459991,295.880005,297.630005,249.133926,681100
2014-02-27,297.730011,306.630005,297.679993,305.809998,255.981110,792500
2014-02-28,305.769989,308.899994,303.399994,304.839996,255.169128,887400
2014-03-03,300.760010,301.609985,297.799988,300.350006,251.410706,683400
2014-03-04,304.250000,308.839996,304.010010,307.220001,257.161316,732900
2014-03-05,305.739990,307.899994,305.000000,307.079987,258.669159,540400
2014-03-06,308.799988,312.209991,307.279999,311.109985,262.063843,737400
2014-03-07,314.239990,314.239990,309.489990,310.790009,261.794250,760300
2014-03-10,310.670013,310.989990,306.630005,308.470001,259.840057,809800
2014-03-11,309.140015,310.959991,307.609985,308.790009,260.109619,845800
2014-03-12,306.070007,308.899994,304.529999,308.880005,260.185394,555100
2014-03-13,310.440002,311.250000,298.670013,299.250000,252.073563,1027800
2014-03-14,298.769989,301.089996,295.709991,295.709991,249.091629,718100
2014-03-17,298.019989,302.109985,297.619995,298.709991,251.618652,746400
2014-03-18,300.109985,301.750000,299.160004,301.079987,253.615067,410000
2014-03-19,301.320007,301.600006,295.950012,298.399994,251.357559,668400
2014-03-20,296.980011,302.500000,296.670013,300.989990,253.539276,646000
2014-03-21,302.679993,304.200012,299.089996,301.859985,254.272064,1333100
2014-03-24,301.809998,303.920013,298.609985,302.579987,254.878510,882900
2014-03-25,304.339996,307.820007,301.559998,307.600006,259.107208,907700
2014-03-26,311.579987,313.359985,308.339996,309.250000,260.497070,963100
2014-03-27,309.500000,310.739990,305.549988,306.500000,258.180603,665200
2014-03-28,309.399994,313.920013,308.410004,310.890015,261.878479,701500
2014-03-31,314.459991,315.709991,312.790009,314.480011,264.902557,652100
2014-04-01,316.119995,317.149994,312.809998,316.890015,266.932648,758300
2014-04-02,317.010010,321.459991,315.440002,318.549988,268.330902,586400
2014-04-03,319.609985,319.609985,313.450012,314.640015,265.037354,554500
2014-04-04,319.549988,320.019989,308.239990,308.920013,260.219086,875800
2014-04-07,309.720001,310.529999,303.160004,303.890015,255.982101,833300
2014-04-08,303.570007,305.089996,300.040009,302.399994,254.726929,831200
2014-04-09,303.470001,308.850006,302.700012,308.320007,259.713684,569900
2014-04-10,309.100006,309.130005,295.950012,295.950012,249.293747,875600
2014-04-11,295.750000,297.579987,292.200012,293.709991,247.406937,929600
2014-04-14,298.209991,298.989990,294.899994,298.470001,251.416519,729100
2014-04-15,299.869995,301.750000,295.000000,300.709991,253.303345,633500
2014-04-16,301.750000,310.649994,301.750000,310.149994,261.255096,1089800
2014-04-17,312.950012,313.209991,300.750000,308.380005,259.764069,1011700
2014-04-21,308.130005,308.320007,305.190002,305.880005,257.658295,651400
2014-04-22,306.250000,310.260010,305.019989,308.269989,259.671478,581900
2014-04-23,308.010010,309.929993,305.920013,307.600006,259.107208,485100
2014-04-24,305.579987,307.589996,302.790009,303.619995,255.754669,545100
2014-04-25,302.989990,303.589996,299.179993,300.450012,253.084412,394100
2014-04-28,302.019989,303.619995,295.369995,298.500000,251.441833,807600
2014-04-29,301.480011,302.579987,299.809998,300.500000,253.126465,492300
2014-04-30,299.130005,302.140015,298.000000,301.000000,253.547729,423000
2014-05-01,299.980011,302.769989,298.010010,301.049988,253.589722,588700
2014-05-02,300.799988,304.250000,298.760010,299.000000,251.862961,605300
2014-05-05,298.250000,299.549988,295.279999,298.500000,251.441833,509600
2014-05-06,298.239990,299.260010,296.119995,296.309998,249.597031,591400
2014-05-07,296.790009,299.549988,295.109985,299.000000,251.862961,611700
2014-05-08,298.399994,302.869995,298.399994,300.380005,253.025375,581900
2014-05-09,300.239990,302.670013,298.619995,302.339996,254.676437,524400
2014-05-12,297.420013,306.500000,297.420013,304.579987,256.563202,694200
2014-05-13,304.989990,307.359985,302.070007,302.959991,255.198654,595000
2014-05-14,303.160004,304.059998,301.170013,301.799988,254.221573,474900
2014-05-15,301.220001,301.750000,295.149994,297.019989,250.195053,662500
2014-05-16,300.799988,300.799988,294.660004,297.529999,250.624680,544600
2014-05-19,297.179993,299.670013,296.200012,299.000000,251.862961,402100
2014-05-20,299.000000,300.200012,295.000000,296.429993,249.698074,437400
2014-05-21,297.410004,301.000000,297.410004,299.899994,252.621094,450200
2014-05-22,299.130005,301.750000,298.029999,300.570007,253.185471,410600
2014-05-23,300.429993,301.209991,299.220001,300.690002,253.286560,358100
2014-05-27,303.170013,305.899994,301.910004,304.630005,256.605438,464000
2014-05-28,304.769989,305.809998,301.260010,301.470001,253.943558,623000
2014-05-29,302.829987,305.230011,301.950012,304.820007,256.765472,406400
2014-05-30,304.279999,305.989990,303.320007,304.899994,256.832825,365100
2014-06-02,304.959991,306.640015,302.329987,306.029999,257.784637,404200
2014-06-03,304.869995,310.339996,304.260010,308.609985,259.957947,719300
2014-06-04,307.410004,311.100006,306.429993,310.750000,261.760559,558200
2014-06-05,309.549988,310.850006,306.459991,309.929993,262.701355,566400
2014-06-06,311.739990,314.570007,310.589996,313.959991,266.117188,457000
2014-06-09,312.959991,315.750000,312.540009,314.570007,266.634308,401500
2014-06-10,314.149994,315.750000,312.130005,314.700012,266.744568,392700
2014-06-11,312.829987,313.980011,309.809998,311.390015,263.938934,408200
2014-06-12,311.540009,311.859985,307.239990,308.820007,261.760620,519900
2014-06-13,309.640015,311.000000,308.089996,309.450012,262.294556,340700
2014-06-16,308.450012,309.989990,306.510010,309.380005,262.235260,471700
2014-06-17,307.690002,312.190002,305.839996,312.049988,264.498413,453200
2014-06-18,312.250000,320.679993,310.450012,319.850006,271.109802,935200
2014-06-19,320.079987,321.140015,316.279999,318.799988,270.219818,700900
2014-06-20,319.579987,320.529999,316.760010,318.049988,269.584106,670100
2014-06-23,317.160004,318.929993,316.209991,317.920013,269.473846,466700
2014-06-24,316.989990,319.989990,315.160004,316.260010,268.066833,584200
2014-06-25,315.390015,318.679993,314.059998,317.000000,268.694153,514600
2014-06-26,317.250000,317.809998,312.540009,315.220001,267.185333,605300
2014-06-27,315.000000,317.670013,313.809998,317.089996,268.770355,521300
2014-06-30,317.109985,320.640015,316.500000,319.600006,270.897858,503500
2014-07-01,321.700012,324.859985,320.350006,322.380005,273.254242,494600
2014-07-02,322.700012,322.899994,319.859985,321.869995,272.821991,540100
2014-07-03,320.989990,324.500000,320.589996,323.600006,274.288300,276500
2014-07-07,321.260010,322.760010,320.119995,321.179993,272.237213,387200
2014-07-08,321.019989,321.179993,317.670013,318.309998,269.804413,451300
2014-07-09,320.500000,321.700012,318.920013,320.959991,272.050659,345500
2014-07-10,316.480011,317.839996,314.019989,315.899994,267.761627,538900
2014-07-11,316.100006,318.690002,314.500000,317.809998,269.380707,614800
2014-07-14,319.230011,323.809998,319.049988,323.260010,274.000092,650700
2014-07-15,323.010010,326.200012,322.220001,323.739990,274.407043,1063000
2014-07-16,327.040009,331.899994,322.540009,325.170013,275.619141,883300
2014-07-17,322.989990,325.899994,317.309998,317.790009,269.363770,761700
2014-07-18,318.109985,321.720001,317.660004,320.859985,271.965851,672800
2014-07-21,318.070007,320.559998,317.459991,318.619995,270.067200,558100
2014-07-22,319.149994,321.390015,318.640015,319.059998,270.440186,520400
2014-07-23,319.880005,320.000000,316.500000,316.549988,268.312622,688900
2014-07-24,318.279999,319.170013,316.440002,317.359985,268.999207,395600
2014-07-25,315.670013,316.760010,313.619995,314.910004,266.922607,508300
