Date,Open,High,Low,Close,Adj Close,Volume
2014-01-01,76.099998,76.699997,73.349998,74.050003,69.224380,1759177
2014-01-02,74.250000,75.349998,69.250000,70.050003,65.485054,1447900
2014-01-03,69.599998,69.599998,66.500000,68.099998,63.662128,1583719
2014-01-06,68.050003,71.400002,67.199997,67.599998,63.194710,1928227
2014-01-07,68.000000,69.000000,67.000000,67.699997,63.288189,781652
2014-01-08,68.000000,70.349998,67.599998,69.250000,64.737175,1189480
2014-01-09,71.900002,71.900002,68.800003,69.349998,64.830666,2186255
2014-01-10,69.199997,71.449997,68.000000,68.449997,63.989311,1021204
2014-01-13,68.099998,69.449997,67.250000,67.900002,63.475163,561573
2014-01-14,67.500000,68.650002,67.050003,67.250000,62.867512,426565
2014-01-15,67.550003,69.599998,67.250000,67.750000,63.334938,1227908
2014-01-16,67.800003,68.449997,65.300003,65.500000,61.231560,1336206
2014-01-17,65.300003,66.050003,61.799999,62.200001,58.146610,1346869
2014-01-20,62.200001,62.900002,60.000000,62.500000,58.427063,1608558
2014-01-21,63.549999,64.400002,62.700001,63.299999,59.174927,1593504
2014-01-22,63.700001,64.300003,62.950001,63.849998,59.689083,889905
2014-01-23,63.900002,64.599998,63.200001,63.650002,59.502121,460823
2014-01-24,63.250000,63.400002,60.500000,61.049999,57.071548,503396
2014-01-27,60.349998,60.349998,55.599998,56.349998,52.677834,827191
2014-01-28,57.099998,58.049999,56.099998,56.349998,52.677834,526681
2014-01-29,56.750000,57.799999,56.000000,56.250000,52.584351,355822
2014-01-30,55.250000,55.700001,54.150002,54.650002,51.088623,374080
2014-01-31,54.849998,56.400002,54.849998,56.049999,52.397385,392102
2014-02-03,56.150002,57.450001,55.250000,55.950001,52.303902,380116
2014-02-04,55.049999,56.000000,54.549999,55.450001,51.836487,321914
2014-02-05,55.500000,58.400002,55.450001,57.900002,54.126831,654532
2014-02-06,58.700001,59.250000,56.700001,56.950001,53.238735,748687
2014-02-07,57.299999,58.400002,55.049999,55.450001,51.836487,674846
2014-02-10,55.599998,56.750000,55.599998,55.799999,52.163681,373592
2014-02-11,55.750000,58.900002,55.750000,58.049999,54.267052,1085449
2014-02-12,57.549999,57.750000,55.549999,55.900002,52.257164,477578
2014-02-13,55.799999,56.599998,52.500000,53.000000,49.546146,608365
2014-02-14,52.700001,53.000000,51.099998,51.299999,47.956924,540658
2014-02-17,51.549999,52.200001,50.799999,51.400002,48.050415,386444
2014-02-18,51.500000,53.049999,51.049999,51.950001,48.564575,446956
2014-02-19,52.000000,52.700001,51.650002,51.950001,48.564575,180668
2014-02-20,51.750000,52.700001,51.099998,51.349998,48.003674,398302
2014-02-21,51.500000,52.500000,51.500000,51.700001,48.330864,347236
2014-02-24,51.700001,52.299999,51.200001,51.450001,48.097153,270631
2014-02-25,51.299999,52.099998,50.000000,51.250000,47.910191,254339
2014-02-26,51.299999,52.200001,50.500000,50.900002,47.583000,413365
2014-02-28,51.299999,53.700001,50.750000,51.049999,47.723221,1298142
2014-03-03,51.099998,51.400002,48.500000,48.650002,45.479626,757518
2014-03-04,48.799999,50.000000,48.750000,49.750000,46.507942,483540
2014-03-05,50.200001,50.799999,49.200001,49.400002,46.180756,525957
2014-03-06,49.500000,52.950001,49.500000,52.700001,49.265697,1688864
2014-03-07,52.750000,55.200001,52.250000,53.349998,49.873337,1695285
2014-03-10,52.900002,54.650002,52.650002,53.049999,49.592884,562075
2014-03-11,53.049999,55.299999,53.049999,53.900002,50.387497,1081464
2014-03-12,54.000000,55.799999,53.500000,55.049999,51.462559,1037879
2014-03-13,55.000000,56.150002,53.099998,53.400002,49.920082,745070
